112
112
112
648
648
648
1152
1152
1086
1086
1227
1227
646
646
1219
1219
647
647
1079
1259
1097
104
1182
860
1081
1231
743
1225
1197
19
742
1161
1080
7
7
7
7
7
7
7
7
7
7
7
7
7
7
5
5
5
5
5
5
5
5
5
5
5
5
3
